"row","city","country","buildings","highrises","population","url","page_num","timestamp"
4080,"Sainte-Rose","Reunion","no data","no data","6,782","http://skyscraperpage.com/cities/?s=0&c=2&p=81&r=50&10=0",82,2018-12-05 21:50:46
4081,"Sainte-Suzanne","Reunion","no data","no data","22,209","http://skyscraperpage.com/cities/?s=0&c=2&p=81&r=50&10=0",82,2018-12-05 21:50:46
4082,"Alba Iulia","Romania","1","no data","63,536","http://skyscraperpage.com/cities/?s=0&c=2&p=81&r=50&10=0",82,2018-12-05 21:50:46
4083,"Anina","Romania","no data","no data","10,886","http://skyscraperpage.com/cities/?s=0&c=2&p=81&r=50&10=0",82,2018-12-05 21:50:46
4084,"Aninoasa","Romania","no data","no data",,"http://skyscraperpage.com/cities/?s=0&c=2&p=81&r=50&10=0",82,2018-12-05 21:50:46
4085,"Arad","Romania","no data","no data","147,992","http://skyscraperpage.com/cities/?s=0&c=2&p=81&r=50&10=0",82,2018-12-05 21:50:46
4086,"Bacau","Romania","5","4","175,921","http://skyscraperpage.com/cities/?s=0&c=2&p=81&r=50&10=0",82,2018-12-05 21:50:46
4087,"Baia Mare","Romania","no data","no data","137,976","http://skyscraperpage.com/cities/?s=0&c=2&p=81&r=50&10=0",82,2018-12-05 21:50:46
4088,"Barnova","Romania","no data","no data","3,921","http://skyscraperpage.com/cities/?s=0&c=2&p=81&r=50&10=0",82,2018-12-05 21:50:46
4089,"BistriÈa","Romania","no data","no data","70,493","http://skyscraperpage.com/cities/?s=0&c=2&p=81&r=50&10=0",82,2018-12-05 21:50:46
4090,"Bod","Romania","no data","no data","3,942","http://skyscraperpage.com/cities/?s=0&c=2&p=81&r=50&10=0",82,2018-12-05 21:50:46
4091,"Boldur","Romania","no data","no data","2,561","http://skyscraperpage.com/cities/?s=0&c=2&p=81&r=50&10=0",82,2018-12-05 21:50:46
4092,"Botiz","Romania","no data","no data","4,863","http://skyscraperpage.com/cities/?s=0&c=2&p=81&r=50&10=0",82,2018-12-05 21:50:46
4093,"BotoÈani","Romania","no data","no data","106,847","http://skyscraperpage.com/cities/?s=0&c=2&p=81&r=50&10=0",82,2018-12-05 21:50:46
4094,"Bran","Romania","1","no data","5,181","http://skyscraperpage.com/cities/?s=0&c=2&p=81&r=50&10=0",82,2018-12-05 21:50:46
4095,"Brasov","Romania","16","13","283,901","http://skyscraperpage.com/cities/?s=0&c=2&p=81&r=50&10=0",82,2018-12-05 21:50:46
4096,"Bucharest","Romania","50","47","1,944,367","http://skyscraperpage.com/cities/?s=0&c=2&p=81&r=50&10=0",82,2018-12-05 21:50:46
4097,"Chiscani","Romania","no data","no data","3,904","http://skyscraperpage.com/cities/?s=0&c=2&p=81&r=50&10=0",82,2018-12-05 21:50:46
4098,"Cluj-Napoca","Romania","6","5","324,576","http://skyscraperpage.com/cities/?s=0&c=2&p=81&r=50&10=0",82,2018-12-05 21:50:46
4099,"ComÄneÅti","Romania","no data","no data","19,568","http://skyscraperpage.com/cities/?s=0&c=2&p=81&r=50&10=0",82,2018-12-05 21:50:46
4100,"Constanta","Romania","14","13","310,526","http://skyscraperpage.com/cities/?s=0&c=2&p=81&r=50&10=0",82,2018-12-05 21:50:46
4101,"Copsa Mica","Romania","no data","no data","5,189","http://skyscraperpage.com/cities/?s=0&c=2&p=82&r=50&10=0",83,2018-12-05 21:50:48
4102,"Craiova","Romania","no data","no data","298,643","http://skyscraperpage.com/cities/?s=0&c=2&p=82&r=50&10=0",83,2018-12-05 21:50:48
4103,"Dej","Romania","no data","no data","31,702","http://skyscraperpage.com/cities/?s=0&c=2&p=82&r=50&10=0",83,2018-12-05 21:50:48
4104,"Doicesti","Romania","no data","no data","4,788","http://skyscraperpage.com/cities/?s=0&c=2&p=82&r=50&10=0",83,2018-12-05 21:50:48
4105,"Eforia","Romania","1","no data","9,482","http://skyscraperpage.com/cities/?s=0&c=2&p=82&r=50&10=0",83,2018-12-05 21:50:48
4106,"Feleacu","Romania","no data","no data","3,818","http://skyscraperpage.com/cities/?s=0&c=2&p=82&r=50&10=0",83,2018-12-05 21:50:48
4107,"FilipeÈti","Romania","no data","no data","4,716","http://skyscraperpage.com/cities/?s=0&c=2&p=82&r=50&10=0",83,2018-12-05 21:50:48
4108,"Galati","Romania","2","1","298,584","http://skyscraperpage.com/cities/?s=0&c=2&p=82&r=50&10=0",83,2018-12-05 21:50:48
4109,"HalÃ¢nga","Romania","no data","no data","652","http://skyscraperpage.com/cities/?s=0&c=2&p=82&r=50&10=0",83,2018-12-05 21:50:48
4110,"Holboca","Romania","no data","no data","11,971","http://skyscraperpage.com/cities/?s=0&c=2&p=82&r=50&10=0",83,2018-12-05 21:50:48
4111,"Hunedoara","Romania","1","no data","60,525","http://skyscraperpage.com/cities/?s=0&c=2&p=82&r=50&10=0",83,2018-12-05 21:50:48
4112,"IaÈi","Romania","7","6","290,422","http://skyscraperpage.com/cities/?s=0&c=2&p=82&r=50&10=0",83,2018-12-05 21:50:48
4113,"Isaccea","Romania","no data","no data","5,427","http://skyscraperpage.com/cities/?s=0&c=2&p=82&r=50&10=0",83,2018-12-05 21:50:48
4114,"Jucu","Romania","no data","no data","4,120","http://skyscraperpage.com/cities/?s=0&c=2&p=82&r=50&10=0",83,2018-12-05 21:50:48
4115,"Lupeni","Romania","no data","no data","21,986","http://skyscraperpage.com/cities/?s=0&c=2&p=82&r=50&10=0",83,2018-12-05 21:50:48
4116,"Miroslava","Romania","no data","no data","8,119","http://skyscraperpage.com/cities/?s=0&c=2&p=82&r=50&10=0",83,2018-12-05 21:50:48
4117,"NÄvodari","Romania","no data","no data","31,554","http://skyscraperpage.com/cities/?s=0&c=2&p=82&r=50&10=0",83,2018-12-05 21:50:48
4118,"OneÈti","Romania","no data","no data","52,802","http://skyscraperpage.com/cities/?s=0&c=2&p=82&r=50&10=0",83,2018-12-05 21:50:48
4119,"Oradea","Romania","no data","no data","204,477","http://skyscraperpage.com/cities/?s=0&c=2&p=82&r=50&10=0",83,2018-12-05 21:50:48
4120,"OrÅ£iÅoara","Romania","no data","no data","4,080","http://skyscraperpage.com/cities/?s=0&c=2&p=82&r=50&10=0",83,2018-12-05 21:50:48
4121,"Piatra NeamÅ£","Romania","3","2","85,055","http://skyscraperpage.com/cities/?s=0&c=2&p=82&r=50&10=0",83,2018-12-05 21:50:48
4122,"Pitesti","Romania","no data","no data","171,498","http://skyscraperpage.com/cities/?s=0&c=2&p=82&r=50&10=0",83,2018-12-05 21:50:48
4123,"PlopiÈ","Romania","1","no data","522","http://skyscraperpage.com/cities/?s=0&c=2&p=82&r=50&10=0",83,2018-12-05 21:50:48
4124,"Prunisor","Romania","no data","no data","2,625","http://skyscraperpage.com/cities/?s=0&c=2&p=82&r=50&10=0",83,2018-12-05 21:50:48
4125,"Rapoltu Mare","Romania","no data","no data","2,066","http://skyscraperpage.com/cities/?s=0&c=2&p=82&r=50&10=0",83,2018-12-05 21:50:48
4126,"Rovinari","Romania","no data","no data","12,497","http://skyscraperpage.com/cities/?s=0&c=2&p=82&r=50&10=0",83,2018-12-05 21:50:48
4127,"Satu Mare","Romania","2","2","102,441","http://skyscraperpage.com/cities/?s=0&c=2&p=82&r=50&10=0",83,2018-12-05 21:50:48
4128,"Saveni","Romania","no data","no data","8,685","http://skyscraperpage.com/cities/?s=0&c=2&p=82&r=50&10=0",83,2018-12-05 21:50:48
4129,"Scheia","Romania","no data","no data","7,556","http://skyscraperpage.com/cities/?s=0&c=2&p=82&r=50&10=0",83,2018-12-05 21:50:48
4130,"Sibiu","Romania","5","4","147,245","http://skyscraperpage.com/cities/?s=0&c=2&p=82&r=50&10=0",83,2018-12-05 21:50:48
4131,"SighiÈoara","Romania","1","no data","28,102","http://skyscraperpage.com/cities/?s=0&c=2&p=82&r=50&10=0",83,2018-12-05 21:50:48
4132,"Sinaia","Romania","1","no data","10,410","http://skyscraperpage.com/cities/?s=0&c=2&p=82&r=50&10=0",83,2018-12-05 21:50:48
4133,"Siria","Romania","no data","no data","8,140","http://skyscraperpage.com/cities/?s=0&c=2&p=82&r=50&10=0",83,2018-12-05 21:50:48
4134,"Slatina","Romania","no data","no data","79,171","http://skyscraperpage.com/cities/?s=0&c=2&p=82&r=50&10=0",83,2018-12-05 21:50:48
4135,"Snagov","Romania","no data","no data","6,041","http://skyscraperpage.com/cities/?s=0&c=2&p=82&r=50&10=0",83,2018-12-05 21:50:48
4136,"Suceava","Romania","no data","no data","106,138","http://skyscraperpage.com/cities/?s=0&c=2&p=82&r=50&10=0",83,2018-12-05 21:50:48
4137,"Targu Jiu","Romania","no data","no data","96,562","http://skyscraperpage.com/cities/?s=0&c=2&p=82&r=50&10=0",83,2018-12-05 21:50:48
4138,"Timisoara","Romania","5","3","317,651","http://skyscraperpage.com/cities/?s=0&c=2&p=82&r=50&10=0",83,2018-12-05 21:50:48
4139,"Turceni","Romania","no data","no data","8,550","http://skyscraperpage.com/cities/?s=0&c=2&p=82&r=50&10=0",83,2018-12-05 21:50:48
4140,"VÄcÄreni","Romania","no data","no data","2,362","http://skyscraperpage.com/cities/?s=0&c=2&p=82&r=50&10=0",83,2018-12-05 21:50:48
4141,"Vadu Izei","Romania","no data","no data","2,856","http://skyscraperpage.com/cities/?s=0&c=2&p=82&r=50&10=0",83,2018-12-05 21:50:48
4142,"VeÅ£el","Romania","no data","no data","2,760","http://skyscraperpage.com/cities/?s=0&c=2&p=82&r=50&10=0",83,2018-12-05 21:50:48
4143,"Vulcan","Romania","no data","no data","22,906","http://skyscraperpage.com/cities/?s=0&c=2&p=82&r=50&10=0",83,2018-12-05 21:50:48
4144,"ZalÄu","Romania","no data","no data","56,202","http://skyscraperpage.com/cities/?s=0&c=2&p=82&r=50&10=0",83,2018-12-05 21:50:48
4145,"Zlatna","Romania","no data","no data","8,607","http://skyscraperpage.com/cities/?s=0&c=2&p=82&r=50&10=0",83,2018-12-05 21:50:48
4146,"Zorleni","Romania","no data","no data","9,475","http://skyscraperpage.com/cities/?s=0&c=2&p=82&r=50&10=0",83,2018-12-05 21:50:48
4147,"Anatolskaya","Russia","no data","no data","160","http://skyscraperpage.com/cities/?s=0&c=2&p=82&r=50&10=0",83,2018-12-05 21:50:48
4148,"Angarsk","Russia","no data","no data","233,700","http://skyscraperpage.com/cities/?s=0&c=2&p=82&r=50&10=0",83,2018-12-05 21:50:48
4149,"Arkhangelsk","Russia","1","1","348,700","http://skyscraperpage.com/cities/?s=0&c=2&p=82&r=50&10=0",83,2018-12-05 21:50:48
4150,"Arman","Russia","no data","no data","1,521","http://skyscraperpage.com/cities/?s=0&c=2&p=82&r=50&10=0",83,2018-12-05 21:50:48
4151,"Atamanovka","Russia","no data","no data","10,381","http://skyscraperpage.com/cities/?s=0&c=2&p=83&r=50&10=0",84,2018-12-05 21:50:49
4152,"Atyuryevo","Russia","no data","no data","4,429","http://skyscraperpage.com/cities/?s=0&c=2&p=83&r=50&10=0",84,2018-12-05 21:50:49
4153,"Avsyunino","Russia","no data","no data","5,191","http://skyscraperpage.com/cities/?s=0&c=2&p=83&r=50&10=0",84,2018-12-05 21:50:49
4154,"Balakovo","Russia","no data","no data","199,600","http://skyscraperpage.com/cities/?s=0&c=2&p=83&r=50&10=0",84,2018-12-05 21:50:49
4155,"Balakovo","Russia","no data","no data","199,600","http://skyscraperpage.com/cities/?s=0&c=2&p=83&r=50&10=0",84,2018-12-05 21:50:49
4156,"Balasheyka","Russia","no data","no data","2,957","http://skyscraperpage.com/cities/?s=0&c=2&p=83&r=50&10=0",84,2018-12-05 21:50:49
4157,"Balashikha","Russia","1","1","215,300","http://skyscraperpage.com/cities/?s=0&c=2&p=83&r=50&10=0",84,2018-12-05 21:50:49
4158,"Baranchinskiy","Russia","no data","no data","9,461","http://skyscraperpage.com/cities/?s=0&c=2&p=83&r=50&10=0",84,2018-12-05 21:50:49
4159,"Barnaul","Russia","33","33","603,500","http://skyscraperpage.com/cities/?s=0&c=2&p=83&r=50&10=0",84,2018-12-05 21:50:49
4160,"Belgorod","Russia","no data","no data","356,400","http://skyscraperpage.com/cities/?s=0&c=2&p=83&r=50&10=0",84,2018-12-05 21:50:49
4161,"Belogorsk","Russia","no data","no data","67,422","http://skyscraperpage.com/cities/?s=0&c=2&p=83&r=50&10=0",84,2018-12-05 21:50:49
4162,"Berdsk","Russia","no data","no data","88,445","http://skyscraperpage.com/cities/?s=0&c=2&p=83&r=50&10=0",84,2018-12-05 21:50:49
4163,"Bidzhan","Russia","no data","no data","1,635","http://skyscraperpage.com/cities/?s=0&c=2&p=83&r=50&10=0",84,2018-12-05 21:50:49
4164,"Birobidjan","Russia","no data","no data","77,250","http://skyscraperpage.com/cities/?s=0&c=2&p=83&r=50&10=0",84,2018-12-05 21:50:49
4165,"Biysk","Russia","no data","no data","210,000","http://skyscraperpage.com/cities/?s=0&c=2&p=83&r=50&10=0",84,2018-12-05 21:50:49
4166,"Bobrov","Russia","no data","no data","20,400","http://skyscraperpage.com/cities/?s=0&c=2&p=83&r=50&10=0",84,2018-12-05 21:50:49
4167,"Bolotnoye","Russia","no data","no data","16,570","http://skyscraperpage.com/cities/?s=0&c=2&p=83&r=50&10=0",84,2018-12-05 21:50:49
4168,"Bolshakovo","Russia","no data","no data","2,000","http://skyscraperpage.com/cities/?s=0&c=2&p=83&r=50&10=0",84,2018-12-05 21:50:49
4169,"Bor","Russia","no data","no data","79,079","http://skyscraperpage.com/cities/?s=0&c=2&p=83&r=50&10=0",84,2018-12-05 21:50:49
4170,"Burevestnik","Russia","no data","no data","3,106","http://skyscraperpage.com/cities/?s=0&c=2&p=83&r=50&10=0",84,2018-12-05 21:50:49
4171,"Chelyabinsk","Russia","27","27","1,130,300","http://skyscraperpage.com/cities/?s=0&c=2&p=83&r=50&10=0",84,2018-12-05 21:50:49
4172,"Cherepovets","Russia","no data","no data","314,683","http://skyscraperpage.com/cities/?s=0&c=2&p=83&r=50&10=0",84,2018-12-05 21:50:49
4173,"Cherkessk","Russia","no data","no data","121,400","http://skyscraperpage.com/cities/?s=0&c=2&p=83&r=50&10=0",84,2018-12-05 21:50:49
4174,"Chernyakhovsk","Russia","no data","no data","44,323","http://skyscraperpage.com/cities/?s=0&c=2&p=83&r=50&10=0",84,2018-12-05 21:50:49
4175,"Chita","Russia","no data","no data","324,444","http://skyscraperpage.com/cities/?s=0&c=2&p=83&r=50&10=0",84,2018-12-05 21:50:49
4176,"Chusovoy","Russia","no data","no data","48,500","http://skyscraperpage.com/cities/?s=0&c=2&p=83&r=50&10=0",84,2018-12-05 21:50:49
4177,"Dobryanka","Russia","no data","no data","36,436","http://skyscraperpage.com/cities/?s=0&c=2&p=83&r=50&10=0",84,2018-12-05 21:50:49
4178,"Donskoy","Russia","no data","no data","13,648","http://skyscraperpage.com/cities/?s=0&c=2&p=83&r=50&10=0",84,2018-12-05 21:50:49
4179,"Dudinka","Russia","no data","no data","25,132","http://skyscraperpage.com/cities/?s=0&c=2&p=83&r=50&10=0",84,2018-12-05 21:50:49
4180,"Dzerzhinsk","Russia","no data","no data","240,800","http://skyscraperpage.com/cities/?s=0&c=2&p=83&r=50&10=0",84,2018-12-05 21:50:49
4181,"Elban","Russia","no data","no data","11,934","http://skyscraperpage.com/cities/?s=0&c=2&p=83&r=50&10=0",84,2018-12-05 21:50:49
4182,"Elektrostal","Russia","no data","no data","155,196","http://skyscraperpage.com/cities/?s=0&c=2&p=83&r=50&10=0",84,2018-12-05 21:50:49
4183,"Elektrougli","Russia","no data","no data","20,136","http://skyscraperpage.com/cities/?s=0&c=2&p=83&r=50&10=0",84,2018-12-05 21:50:49
4184,"Energetik","Russia","no data","no data","3,450","http://skyscraperpage.com/cities/?s=0&c=2&p=83&r=50&10=0",84,2018-12-05 21:50:49
4185,"Galich","Russia","no data","no data","19,151","http://skyscraperpage.com/cities/?s=0&c=2&p=83&r=50&10=0",84,2018-12-05 21:50:49
4186,"Gorno-Altaisk","Russia","no data","no data","53,538","http://skyscraperpage.com/cities/?s=0&c=2&p=83&r=50&10=0",84,2018-12-05 21:50:49
4187,"Grozny","Russia","8","7","271,600","http://skyscraperpage.com/cities/?s=0&c=2&p=83&r=50&10=0",84,2018-12-05 21:50:49
4188,"Imeretinskaya","Russia","no data","no data","1,609","http://skyscraperpage.com/cities/?s=0&c=2&p=83&r=50&10=0",84,2018-12-05 21:50:49
4189,"Istra","Russia","no data","no data","35,111","http://skyscraperpage.com/cities/?s=0&c=2&p=83&r=50&10=0",84,2018-12-05 21:50:49
4190,"Ivanovo","Russia","no data","no data","408,330","http://skyscraperpage.com/cities/?s=0&c=2&p=83&r=50&10=0",84,2018-12-05 21:50:49
4191,"Izhvesk","Russia","no data","no data","628,100","http://skyscraperpage.com/cities/?s=0&c=2&p=83&r=50&10=0",84,2018-12-05 21:50:49
4192,"Kaliningrad","Russia","3","1","431,500","http://skyscraperpage.com/cities/?s=0&c=2&p=83&r=50&10=0",84,2018-12-05 21:50:49
4193,"Kalyazin","Russia","1","no data","13,773","http://skyscraperpage.com/cities/?s=0&c=2&p=83&r=50&10=0",84,2018-12-05 21:50:49
4194,"Kamyshin","Russia","no data","no data","119,900","http://skyscraperpage.com/cities/?s=0&c=2&p=83&r=50&10=0",84,2018-12-05 21:50:49
4195,"Kanevskaya","Russia","no data","no data","45,552","http://skyscraperpage.com/cities/?s=0&c=2&p=83&r=50&10=0",84,2018-12-05 21:50:49
4196,"Karachev","Russia","no data","no data","19,715","http://skyscraperpage.com/cities/?s=0&c=2&p=83&r=50&10=0",84,2018-12-05 21:50:49
4197,"Kashira","Russia","no data","no data","41,870","http://skyscraperpage.com/cities/?s=0&c=2&p=83&r=50&10=0",84,2018-12-05 21:50:49
4198,"Kazan","Russia","39","39","1,143,600","http://skyscraperpage.com/cities/?s=0&c=2&p=83&r=50&10=0",84,2018-12-05 21:50:49
4199,"Khabarovsk","Russia","27","26","577,700","http://skyscraperpage.com/cities/?s=0&c=2&p=83&r=50&10=0",84,2018-12-05 21:50:49
4200,"Khimki","Russia","1","1","207,100","http://skyscraperpage.com/cities/?s=0&c=2&p=83&r=50&10=0",84,2018-12-05 21:50:49
4201,"Kholmogory","Russia","no data","no data","4,600","http://skyscraperpage.com/cities/?s=0&c=2&p=84&r=50&10=0",85,2018-12-05 21:50:50
4202,"Kingisepp","Russia","no data","no data","50,295","http://skyscraperpage.com/cities/?s=0&c=2&p=84&r=50&10=0",85,2018-12-05 21:50:50
4203,"Kirishi","Russia","no data","no data","55,634","http://skyscraperpage.com/cities/?s=0&c=2&p=84&r=50&10=0",85,2018-12-05 21:50:50
4204,"Kirovsk","Russia","no data","no data","28,625","http://skyscraperpage.com/cities/?s=0&c=2&p=84&r=50&10=0",85,2018-12-05 21:50:50
4205,"Kislovodsk","Russia","4","4","135,368","http://skyscraperpage.com/cities/?s=0&c=2&p=84&r=50&10=0",85,2018-12-05 21:50:50
4206,"Komsomolsk on Amur","Russia","no data","no data","263,900","http://skyscraperpage.com/cities/?s=0&c=2&p=84&r=50&10=0",85,2018-12-05 21:50:50
4207,"Krasnodar","Russia","3","3","763,899","http://skyscraperpage.com/cities/?s=0&c=2&p=84&r=50&10=0",85,2018-12-05 21:50:50
4208,"Krasnogorsk","Russia","5","5","116,738","http://skyscraperpage.com/cities/?s=0&c=2&p=84&r=50&10=0",85,2018-12-05 21:50:50
4209,"Krasnoyarsk","Russia","27","27","973,900","http://skyscraperpage.com/cities/?s=0&c=2&p=84&r=50&10=0",85,2018-12-05 21:50:50
4210,"Krasny Bor","Russia","no data","no data","4,877","http://skyscraperpage.com/cities/?s=0&c=2&p=84&r=50&10=0",85,2018-12-05 21:50:50
4211,"Kstovo","Russia","no data","no data","65,683","http://skyscraperpage.com/cities/?s=0&c=2&p=84&r=50&10=0",85,2018-12-05 21:50:50
4212,"Kurgan","Russia","no data","no data","333,600","http://skyscraperpage.com/cities/?s=0&c=2&p=84&r=50&10=0",85,2018-12-05 21:50:50
4213,"Kursk","Russia","no data","no data","414,600","http://skyscraperpage.com/cities/?s=0&c=2&p=84&r=50&10=0",85,2018-12-05 21:50:50
4214,"Leninogorsk","Russia","no data","no data","64,127","http://skyscraperpage.com/cities/?s=0&c=2&p=84&r=50&10=0",85,2018-12-05 21:50:50
4215,"Lesnoy (Pushkinsky)","Russia","1","no data","9,021","http://skyscraperpage.com/cities/?s=0&c=2&p=84&r=50&10=0",85,2018-12-05 21:50:50
4216,"Lipetsk","Russia","1","1","508,100","http://skyscraperpage.com/cities/?s=0&c=2&p=84&r=50&10=0",85,2018-12-05 21:50:50
4217,"Lipin Bor","Russia","no data","no data","3,672","http://skyscraperpage.com/cities/?s=0&c=2&p=84&r=50&10=0",85,2018-12-05 21:50:50
4218,"Livny","Russia","no data","no data","52,841","http://skyscraperpage.com/cities/?s=0&c=2&p=84&r=50&10=0",85,2018-12-05 21:50:50
4219,"Luchegorsk","Russia","no data","no data","21,004","http://skyscraperpage.com/cities/?s=0&c=2&p=84&r=50&10=0",85,2018-12-05 21:50:50
4220,"Lukovetskiy","Russia","no data","no data","2,535","http://skyscraperpage.com/cities/?s=0&c=2&p=84&r=50&10=0",85,2018-12-05 21:50:50
4221,"Mikhaylovka","Russia","no data","no data","643","http://skyscraperpage.com/cities/?s=0&c=2&p=84&r=50&10=0",85,2018-12-05 21:50:50
4222,"Moscow","Russia","564","543","13,197,596","http://skyscraperpage.com/cities/?s=0&c=2&p=84&r=50&10=0",85,2018-12-05 21:50:50
4223,"Murmansk","Russia","8","8","307,700","http://skyscraperpage.com/cities/?s=0&c=2&p=84&r=50&10=0",85,2018-12-05 21:50:50
4224,"Murom","Russia","no data","no data","112,609","http://skyscraperpage.com/cities/?s=0&c=2&p=84&r=50&10=0",85,2018-12-05 21:50:50
4225,"Mytishchi","Russia","no data","no data","173,300","http://skyscraperpage.com/cities/?s=0&c=2&p=84&r=50&10=0",85,2018-12-05 21:50:50
4226,"Naberezhnye Chelny","Russia","1","1","513,200","http://skyscraperpage.com/cities/?s=0&c=2&p=84&r=50&10=0",85,2018-12-05 21:50:50
4227,"Nizhny Novgorod","Russia","38","38","1,250,600","http://skyscraperpage.com/cities/?s=0&c=2&p=84&r=50&10=0",85,2018-12-05 21:50:50
4228,"Nizhny Tagil","Russia","no data","no data","361,811","http://skyscraperpage.com/cities/?s=0&c=2&p=84&r=50&10=0",85,2018-12-05 21:50:50
4229,"Noginsk","Russia","no data","no data","117,555","http://skyscraperpage.com/cities/?s=0&c=2&p=84&r=50&10=0",85,2018-12-05 21:50:50
4230,"Norilsk","Russia","no data","no data","175,300","http://skyscraperpage.com/cities/?s=0&c=2&p=84&r=50&10=0",85,2018-12-05 21:50:50
4231,"Novocherkassk","Russia","2","1","168,746","http://skyscraperpage.com/cities/?s=0&c=2&p=84&r=50&10=0",85,2018-12-05 21:50:50
4232,"Novokruchininsky","Russia","no data","no data","9,599","http://skyscraperpage.com/cities/?s=0&c=2&p=84&r=50&10=0",85,2018-12-05 21:50:50
4233,"Novorossiysk","Russia","1","no data","241,800","http://skyscraperpage.com/cities/?s=0&c=2&p=84&r=50&10=0",85,2018-12-05 21:50:50
4234,"Novosemeykino","Russia","no data","no data","9,721","http://skyscraperpage.com/cities/?s=0&c=2&p=84&r=50&10=0",85,2018-12-05 21:50:50
4235,"Novosibirsk","Russia","55","55","1,473,700","http://skyscraperpage.com/cities/?s=0&c=2&p=84&r=50&10=0",85,2018-12-05 21:50:50
4236,"Novosokolniki","Russia","no data","no data","8,119","http://skyscraperpage.com/cities/?s=0&c=2&p=84&r=50&10=0",85,2018-12-05 21:50:50
4237,"Obninsk","Russia","no data","no data","104,800","http://skyscraperpage.com/cities/?s=0&c=2&p=84&r=50&10=0",85,2018-12-05 21:50:50
4238,"Odinsk","Russia","no data","no data","917","http://skyscraperpage.com/cities/?s=0&c=2&p=84&r=50&10=0",85,2018-12-05 21:50:50
4239,"Omsk","Russia","28","28","1,154,000","http://skyscraperpage.com/cities/?s=0&c=2&p=84&r=50&10=0",85,2018-12-05 21:50:50
4240,"Orenburg","Russia","no data","no data","647,000","http://skyscraperpage.com/cities/?s=0&c=2&p=84&r=50&10=0",85,2018-12-05 21:50:50
4241,"Pankratiev Island","Russia","no data","no data",,"http://skyscraperpage.com/cities/?s=0&c=2&p=84&r=50&10=0",85,2018-12-05 21:50:50
4242,"Parizh","Russia","no data","no data","2,390","http://skyscraperpage.com/cities/?s=0&c=2&p=84&r=50&10=0",85,2018-12-05 21:50:50
4243,"Penza","Russia","9","9","517,311","http://skyscraperpage.com/cities/?s=0&c=2&p=84&r=50&10=0",85,2018-12-05 21:50:50
4244,"Perm","Russia","32","32","991,500","http://skyscraperpage.com/cities/?s=0&c=2&p=84&r=50&10=0",85,2018-12-05 21:50:50
4245,"Petropavlovsk-Kamchatsky","Russia","1","1","179,780","http://skyscraperpage.com/cities/?s=0&c=2&p=84&r=50&10=0",85,2018-12-05 21:50:50
4246,"Pinerovka","Russia","no data","no data","3,629","http://skyscraperpage.com/cities/?s=0&c=2&p=84&r=50&10=0",85,2018-12-05 21:50:50
4247,"Pogranichny","Russia","no data","no data","11,829","http://skyscraperpage.com/cities/?s=0&c=2&p=84&r=50&10=0",85,2018-12-05 21:50:50
4248,"Poltavskiy","Russia","no data","no data","536","http://skyscraperpage.com/cities/?s=0&c=2&p=84&r=50&10=0",85,2018-12-05 21:50:50
4249,"Poykovskiy","Russia","no data","no data","27,540","http://skyscraperpage.com/cities/?s=0&c=2&p=84&r=50&10=0",85,2018-12-05 21:50:50
4250,"Priamurskiy","Russia","no data","no data","4,047","http://skyscraperpage.com/cities/?s=0&c=2&p=84&r=50&10=0",85,2018-12-05 21:50:50
4251,"Proletariy","Russia","no data","no data","4,531","http://skyscraperpage.com/cities/?s=0&c=2&p=85&r=50&10=0",86,2018-12-05 21:50:51
4252,"Protvino","Russia","4","4","37,308","http://skyscraperpage.com/cities/?s=0&c=2&p=85&r=50&10=0",86,2018-12-05 21:50:51
4253,"Pryazha","Russia","no data","no data","4,269","http://skyscraperpage.com/cities/?s=0&c=2&p=85&r=50&10=0",86,2018-12-05 21:50:51
4254,"Pskov","Russia","no data","no data","203,300","http://skyscraperpage.com/cities/?s=0&c=2&p=85&r=50&10=0",86,2018-12-05 21:50:51
4255,"Razdolnoye","Russia","no data","no data","7,835","http://skyscraperpage.com/cities/?s=0&c=2&p=85&r=50&10=0",86,2018-12-05 21:50:51
4256,"Reftinskiy","Russia","no data","no data","17,968","http://skyscraperpage.com/cities/?s=0&c=2&p=85&r=50&10=0",86,2018-12-05 21:50:51
4257,"Rodniki","Russia","no data","no data","26,310","http://skyscraperpage.com/cities/?s=0&c=2&p=85&r=50&10=0",86,2018-12-05 21:50:51
4258,"Rostov-on-Don","Russia","146","144","1,089,261","http://skyscraperpage.com/cities/?s=0&c=2&p=85&r=50&10=0",86,2018-12-05 21:50:51
4259,"Rubtsovsk","Russia","no data","no data","147,000","http://skyscraperpage.com/cities/?s=0&c=2&p=85&r=50&10=0",86,2018-12-05 21:50:51
4260,"Ryazan","Russia","1","1","525,100","http://skyscraperpage.com/cities/?s=0&c=2&p=85&r=50&10=0",86,2018-12-05 21:50:51
4261,"Rybinsk","Russia","1","no data","200,800","http://skyscraperpage.com/cities/?s=0&c=2&p=85&r=50&10=0",86,2018-12-05 21:50:51
4262,"Samara","Russia","35","35","1,164,900","http://skyscraperpage.com/cities/?s=0&c=2&p=85&r=50&10=0",86,2018-12-05 21:50:51
4263,"Saransk","Russia","no data","no data","297,415","http://skyscraperpage.com/cities/?s=0&c=2&p=85&r=50&10=0",86,2018-12-05 21:50:51
4264,"Saratov","Russia","49","49","873,500","http://skyscraperpage.com/cities/?s=0&c=2&p=85&r=50&10=0",86,2018-12-05 21:50:51
